window,date,plan_kwh,add_kwh,emergency_kwh,total_kwh,plan_cost_yuan,add_cost_yuan,emergency_cost_yuan,reduce_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh
natural_day,2025-02-06,87004.744554,463.088209,0.000000,87467.832763,54867.230048,898.141786,0.000000,810.967150,56576.338984,,
natural_day,2025-02-07,40243.971841,212.334051,34.634237,40490.940129,20746.095888,383.557866,168.483899,289.516456,21587.654108,,
natural_day,2025-02-08,39047.851057,1600.031463,0.000000,40647.882520,20244.620206,1803.386594,0.000000,31.274540,22079.281341,,
natural_day,2025-02-09,84438.790775,1463.569482,0.000000,85902.360257,53252.114782,1730.900552,0.000000,46.013165,55029.028499,,
natural_day,2025-02-10,83332.845361,398.201756,0.000000,83731.047117,52258.759473,459.217534,0.000000,861.961614,53579.938621,,
natural_day,2025-02-11,83302.696272,293.016593,0.000000,83595.712865,51933.681636,396.960510,0.000000,459.178249,52789.820395,,
natural_day,2025-02-12,82399.499043,932.808413,0.000000,83332.307455,51317.877379,1823.286827,0.000000,658.322816,53799.487022,,
natural_day,2025-02-13,81190.666032,299.858460,0.000000,81490.524492,50645.335226,382.535226,0.000000,606.492630,51634.363081,,
natural_day,2025-02-14,37475.391418,1088.873169,0.000000,38564.264587,19435.191948,1265.961829,0.000000,17.539269,20718.693046,,
natural_day,2025-02-15,36679.993921,549.348409,0.000000,37229.342330,19018.818671,752.288421,0.000000,23.846339,19794.953431,,
natural_day,2025-02-16,79649.003879,1222.228611,258.131526,81129.364017,49188.542306,2357.427164,1153.648441,688.833745,53388.451656,,
natural_day,2025-02-17,78858.288293,149.121825,2.457117,79009.867235,48643.763197,265.162802,16.517967,937.970284,49863.414250,,
natural_day,2025-02-18,78697.281781,1325.803223,0.000000,80023.085004,48700.858471,2195.024516,0.000000,67.725016,50963.608003,,
natural_day,2025-02-19,76915.648194,1868.260944,37.130586,78821.039724,47685.672209,2155.812881,168.652786,267.274640,50277.412517,,
natural_day,2025-02-20,77939.357778,562.584062,5.759419,78507.701258,48080.803387,939.475852,25.600250,394.029493,49439.908982,,
natural_day,2025-02-21,35320.701428,608.660456,0.000000,35929.361884,18320.808268,883.587202,0.000000,14.177094,19218.572564,,
natural_day,2025-02-22,36244.306210,376.956815,0.000000,36621.263025,18696.696357,626.422643,0.000000,22.735212,19345.854212,,
natural_day,2025-02-23,76462.612584,816.095789,20.595197,77299.303570,47121.162134,1058.614388,98.731870,40.217898,48318.726290,,
natural_day,2025-02-24,75888.367509,1100.094963,11.373508,76999.835980,46655.431162,1414.246421,64.261805,118.276568,48252.215956,,
natural_day,2025-02-25,74799.430478,155.342249,112.467559,75067.240287,45880.191449,280.275118,555.276122,482.767327,47198.510016,,
natural_day,2025-02-26,75145.206702,1399.722905,0.000000,76544.929606,45994.880948,1965.318189,0.000000,119.145742,48079.344878,,
natural_day,2025-02-27,70888.592774,1216.660035,456.967887,72562.220696,43819.868538,1627.082060,2226.535715,376.219592,48049.705904,,
natural_day,2025-02-28,33546.844694,821.751987,74.304980,34442.901660,17273.413939,1011.991473,327.022374,18.765421,18631.193207,,
result_row,2025-02-01,43743.278181,457.752494,0.000000,44201.030676,23906.260376,855.202179,0.000000,490.182923,25251.645478,,
result_row,2025-02-02,85222.627229,0.000000,0.000000,85222.627229,55610.996650,0.000000,0.000000,1159.681045,56770.677696,,
result_row,2025-02-03,86378.553927,714.989686,0.000000,87093.543613,55211.230561,966.927897,0.000000,684.663457,56862.821916,,
result_row,2025-02-04,86329.825872,1425.922044,5.956619,87761.704534,54384.392366,2740.014436,29.303585,923.150640,58076.861027,,
result_row,2025-02-05,86281.052649,432.411491,157.791582,86871.255723,54403.319354,831.918971,776.151916,174.267573,56185.657814,,
result_row,2025-02-06,86872.188113,463.088209,0.000000,87335.276322,54810.548913,898.141786,0.000000,810.967150,56519.657850,,
result_row,2025-02-07,40216.964258,212.334051,34.634237,40463.932546,20734.547446,383.557866,168.483899,289.516456,21576.105666,,
result_row,2025-02-08,39201.791499,1600.031463,0.000000,40801.822961,20310.445139,1803.386594,0.000000,31.274540,22145.106274,,
result_row,2025-02-09,84462.645342,1463.569482,0.000000,85926.214823,53262.314995,1730.900552,0.000000,46.013165,55039.228712,,
result_row,2025-02-10,83334.668745,398.201756,0.000000,83732.870501,52259.539152,459.217534,0.000000,861.961614,53580.718300,,
result_row,2025-02-11,83278.523164,293.016593,0.000000,83571.539757,51923.345215,396.960510,0.000000,459.178249,52779.483974,,
result_row,2025-02-12,82393.870309,932.808413,0.000000,83326.678722,51315.470533,1823.286827,0.000000,658.322816,53797.080176,,
result_row,2025-02-13,81035.496557,299.858460,0.000000,81335.355017,50578.984758,382.535226,0.000000,606.492630,51568.012614,,
result_row,2025-02-14,37467.115077,1088.873169,0.000000,38555.988246,19431.652984,1265.961829,0.000000,17.539269,20715.154082,,
result_row,2025-02-15,36838.108813,549.348409,0.000000,37387.457221,19086.428599,752.288421,0.000000,23.846339,19862.563359,,
result_row,2025-02-16,79677.352388,1222.228611,258.131526,81157.712525,49200.664128,2357.427164,1153.648441,688.833745,53400.573478,,
result_row,2025-02-17,78864.049468,149.121825,2.457117,79015.628410,48646.226675,265.162802,16.517967,937.970284,49865.877728,,
result_row,2025-02-18,78645.526697,1325.803223,0.000000,79971.329920,48678.727997,2195.024516,0.000000,67.725016,50941.477529,,
result_row,2025-02-19,76935.235953,1868.260944,37.130586,78840.627483,47694.047935,2155.812881,168.652786,267.274640,50285.788243,,
result_row,2025-02-20,77792.365486,562.584062,5.759419,78360.708966,48017.949483,939.475852,25.600250,394.029493,49377.055078,,
result_row,2025-02-21,35333.128561,608.660456,0.000000,35941.789017,18326.122110,883.587202,0.000000,14.177094,19223.886406,,
result_row,2025-02-22,36356.082427,376.956815,0.000000,36733.039242,18744.491867,626.422643,0.000000,22.735212,19393.649722,,
result_row,2025-02-23,76491.082709,816.095789,20.595197,77327.773695,47133.335959,1058.614388,98.731870,40.217898,48330.900115,,
result_row,2025-02-24,75887.536851,1100.094963,11.373508,76999.005322,46655.075972,1414.246421,64.261805,118.276568,48251.860767,,
result_row,2025-02-25,74796.181578,155.342249,112.467559,75063.991387,45878.802219,280.275118,555.276122,482.767327,47197.120786,,
result_row,2025-02-26,75124.615285,1399.722905,0.000000,76524.338190,45986.076058,1965.318189,0.000000,119.145742,48070.539989,,
result_row,2025-02-27,70748.034841,1216.660035,456.967887,72421.662763,43759.765966,1627.082060,2226.535715,376.219592,47989.603332,,
result_row,2025-02-28,33566.678744,821.751987,74.304980,34462.735710,17281.894979,1011.991473,327.022374,18.765421,18639.674246,,
