开始时间,结束时间,归属日期,日内时段,日初计划购电_kWh,保留原计划执行_kWh,调整增购执行_kWh,调整后普通购电_kWh,相对日初净调整_kWh,紧急购电_kWh,实际外网总购电_kWh,普通电价_元每kWh,原计划执行费_元,调整增购单价_元每kWh,调整增购费_元,紧急单价_元每kWh,紧急购电费_元,本时刻调减总量_kWh,本时刻违约费_元,本段总费用_元,费用标签,弃购电_kWh,购电利用量_kWh
2025-02-01T04:10:00,2025-02-01T04:20:00,2025-02-01,25,519.4628758004685,519.4628758004685,0.0,519.4628758004685,0.0,0.0,519.4628758004685,0.4401,228.61561163978618,0.66015,0.0,2.2005,0.0,0.0,0.0,228.61561163978618,228.62元,0.0,519.4628758004685
2025-02-01T04:20:00,2025-02-01T04:30:00,2025-02-01,26,514.8992048382323,514.8992048382323,0.0,514.8992048382323,0.0,0.0,514.8992048382323,0.4389,225.98926100350016,0.65835,0.0,2.1945,0.0,0.0,0.0,225.98926100350016,225.99元,0.0,514.8992048382323
2025-02-01T04:30:00,2025-02-01T04:40:00,2025-02-01,27,526.7736577401041,526.7736577401041,0.0,526.7736577401041,0.0,0.0,526.7736577401041,0.4364,229.88402423778143,0.6546000000000001,0.0,2.182,0.0,0.0,0.0,229.88402423778143,229.88元,0.0,526.7736577401041
2025-02-01T04:40:00,2025-02-01T04:50:00,2025-02-01,28,539.394455236465,539.394455236465,0.0,539.394455236465,0.0,0.0,539.394455236465,0.4393,236.95598418537907,0.65895,0.0,2.1965000000000003,0.0,0.0,0.0,236.95598418537907,236.96元,0.0,539.394455236465
2025-02-01T04:50:00,2025-02-01T05:00:00,2025-02-01,29,547.4539784325691,547.4539784325691,0.0,547.4539784325691,0.0,0.0,547.4539784325691,0.4422,242.08414926288205,0.6633,0.0,2.211,0.0,0.0,0.0,242.08414926288205,242.08元,0.0,547.4539784325691
2025-02-01T05:00:00,2025-02-01T05:10:00,2025-02-01,30,546.4732411710656,546.4732411710656,0.0,546.4732411710656,0.0,0.0,546.4732411710656,0.4395,240.17498949468336,0.65925,0.0,2.1975,0.0,0.0,0.0,240.17498949468336,240.17元,0.0,546.4732411710656
2025-02-01T05:10:00,2025-02-01T05:20:00,2025-02-01,31,535.7293589393831,535.7293589393831,0.0,535.7293589393831,0.0,0.0,535.7293589393831,0.4333,232.1315312284347,0.64995,0.0,2.1665,0.0,0.0,0.0,232.1315312284347,232.13元,12.863879096836541,522.8654798425466
2025-02-01T05:20:00,2025-02-01T05:30:00,2025-02-01,32,536.9587208696705,536.9587208696705,0.0,536.9587208696705,0.0,0.0,536.9587208696705,0.4439,238.35597619404675,0.66585,0.0,2.2195,0.0,0.0,0.0,238.35597619404675,238.36元,38.43997086157022,498.5187500081003
2025-02-01T05:30:00,2025-02-01T05:40:00,2025-02-01,33,554.1875598313693,554.1875598313693,0.0,554.1875598313693,0.0,0.0,554.1875598313693,0.4301,238.3560694834719,0.64515,0.0,2.1505,0.0,0.0,0.0,238.3560694834719,238.36元,24.96422648993562,529.2233333414337
2025-02-01T05:40:00,2025-02-01T05:50:00,2025-02-01,34,1400.8541497831538,1400.8541497831538,0.0,1400.8541497831538,0.0,0.0,1400.8541497831538,0.3713,520.137145814485,0.5569500000000001,0.0,1.8565,0.0,0.0,0.0,520.137145814485,520.14元,853.4438331083869,547.4103166747669
2025-02-01T05:50:00,2025-02-01T06:00:00,2025-02-01,35,556.5478594319289,556.5478594319289,0.0,556.5478594319289,0.0,0.0,556.5478594319289,0.5708,317.67751816374505,0.8562,0.0,2.854,0.0,0.0,0.0,317.67751816374505,317.68元,25.32045942382866,531.2274000081003
2025-02-01T06:00:00,2025-02-01T06:10:00,2025-02-01,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9099,0.0,1.3648500000000001,0.0,4.5495,0.0,903.7020607909294,411.13925255683336,411.13925255683336,411.14元,0.0,0.0
2025-02-01T06:10:00,2025-02-01T06:20:00,2025-02-01,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9368,0.0,1.4052,0.0,4.684,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T06:20:00,2025-02-01T06:30:00,2025-02-01,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8758,0.0,1.3137,0.0,4.3790000000000004,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T06:30:00,2025-02-01T06:40:00,2025-02-01,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8759,0.0,1.31385,0.0,4.3795,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T06:40:00,2025-02-01T06:50:00,2025-02-01,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8601,0.0,1.29015,0.0,4.3004999999999995,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T06:50:00,2025-02-01T07:00:00,2025-02-01,41,325.5802173292448,165.83677475067344,0.0,165.83677475067344,-159.74344257857138,0.0,165.83677475067344,0.8442,139.9994052445185,1.2663,0.0,4.221,0.0,0.0,0.0,139.9994052445185,140.00元,0.0,165.83677475067344
2025-02-01T07:00:00,2025-02-01T07:10:00,2025-02-01,42,566.3798036274862,476.00902408947127,0.0,476.00902408947127,-90.37077953801497,0.0,476.00902408947127,0.8334,396.70592067616536,1.2501,0.0,4.167,0.0,0.0,0.0,396.70592067616536,396.71元,0.0,476.00902408947127
2025-02-01T07:10:00,2025-02-01T07:20:00,2025-02-01,43,536.4486005838955,491.8973508527645,0.0,491.8973508527645,-44.551249731131065,0.0,491.8973508527645,0.8092,398.04333631005704,1.2138,0.0,4.046,0.0,0.0,0.0,398.04333631005704,398.04元,0.0,491.8973508527645
2025-02-01T07:20:00,2025-02-01T07:30:00,2025-02-01,44,492.43994833101954,468.1947380587783,0.0,468.1947380587783,-24.245210272241252,0.0,468.1947380587783,0.7972,373.24484518045807,1.1958,0.0,3.986,0.0,0.0,0.0,373.24484518045807,373.24元,0.0,468.1947380587783
2025-02-01T07:30:00,2025-02-01T07:40:00,2025-02-01,45,470.98130193601935,446.8594076548392,0.0,446.8594076548392,-24.121894281180175,0.0,446.8594076548392,0.7644,341.57933121135903,1.1465999999999998,0.0,3.822,0.0,0.0,0.0,341.57933121135903,341.58元,0.0,446.8594076548392
2025-02-01T07:40:00,2025-02-01T07:50:00,2025-02-01,46,416.4460892023913,416.4460892023913,0.0,416.4460892023913,0.0,0.0,416.4460892023913,0.6899,287.30615694072975,1.03485,0.0,3.4494999999999996,0.0,0.0,0.0,287.30615694072975,287.31元,0.0,416.4460892023913
2025-02-01T07:50:00,2025-02-01T08:00:00,2025-02-01,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,1.29,0.0,4.3,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T08:00:00,2025-02-01T08:10:00,2025-02-01,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1617,0.0,1.74255,0.0,5.8084999999999996,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T08:10:00,2025-02-01T08:20:00,2025-02-01,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1683,0.0,1.7524499999999998,0.0,5.8415,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T08:20:00,2025-02-01T08:30:00,2025-02-01,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956,0.0,1.6433999999999997,0.0,5.478,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T08:30:00,2025-02-01T08:40:00,2025-02-01,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0849,0.0,1.6273499999999999,0.0,5.4245,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T08:40:00,2025-02-01T08:50:00,2025-02-01,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.061,0.0,1.5915,0.0,5.305,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T08:50:00,2025-02-01T09:00:00,2025-02-01,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.043,0.0,1.5644999999999998,0.0,5.215,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T09:00:00,2025-02-01T09:10:00,2025-02-01,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.036,0.0,1.554,0.0,5.18,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T09:10:00,2025-02-01T09:20:00,2025-02-01,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0147,0.0,1.52205,0.0,5.073499999999999,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T09:20:00,2025-02-01T09:30:00,2025-02-01,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9922,0.0,1.4883,0.0,4.961,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T09:30:00,2025-02-01T09:40:00,2025-02-01,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,1.455,0.0,4.85,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T09:40:00,2025-02-01T09:50:00,2025-02-01,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9422,0.0,1.4133,0.0,4.711,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T09:50:00,2025-02-01T10:00:00,2025-02-01,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9569,0.0,1.43535,0.0,4.7844999999999995,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T10:00:00,2025-02-01T10:10:00,2025-02-01,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977,0.0,1.49655,0.0,4.9885,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T10:10:00,2025-02-01T10:20:00,2025-02-01,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919,0.0,1.48785,0.0,4.9595,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T10:20:00,2025-02-01T10:30:00,2025-02-01,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588,0.0,1.4382,0.0,4.794,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T10:30:00,2025-02-01T10:40:00,2025-02-01,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9549,0.0,1.43235,0.0,4.7745,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T10:40:00,2025-02-01T10:50:00,2025-02-01,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839,0.0,1.4758499999999999,0.0,4.9195,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T10:50:00,2025-02-01T11:00:00,2025-02-01,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.0,1.1985000000000001,0.0,3.995,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T11:00:00,2025-02-01T11:10:00,2025-02-01,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5025,0.0,0.7537499999999999,0.0,2.5124999999999997,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T11:10:00,2025-02-01T11:20:00,2025-02-01,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662,0.0,0.6993,0.0,2.331,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T11:20:00,2025-02-01T11:30:00,2025-02-01,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5007,0.0,0.75105,0.0,2.5035000000000003,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T11:30:00,2025-02-01T11:40:00,2025-02-01,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4827,0.0,0.7240500000000001,0.0,2.4135,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T11:40:00,2025-02-01T11:50:00,2025-02-01,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4785,0.0,0.71775,0.0,2.3925,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T11:50:00,2025-02-01T12:00:00,2025-02-01,71,83.52082207697975,0.0,0.0,0.0,-83.52082207697975,0.0,0.0,0.4662,0.0,0.6993,0.0,2.331,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T12:00:00,2025-02-01T12:10:00,2025-02-01,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4432,0.0,0.6648,0.0,2.2159999999999997,0.0,330.00632017256805,73.12940055024107,73.12940055024107,73.13元,0.0,0.0
2025-02-01T12:10:00,2025-02-01T12:20:00,2025-02-01,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4411,0.0,0.66165,0.0,2.2055,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T12:20:00,2025-02-01T12:30:00,2025-02-01,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4551,0.0,0.68265,0.0,2.2755,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T12:30:00,2025-02-01T12:40:00,2025-02-01,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4463,0.0,0.66945,0.0,2.2315,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T12:40:00,2025-02-01T12:50:00,2025-02-01,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4113,0.0,0.61695,0.0,2.0564999999999998,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T12:50:00,2025-02-01T13:00:00,2025-02-01,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5682,0.0,0.8523000000000001,0.0,2.841,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T13:00:00,2025-02-01T13:10:00,2025-02-01,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8279,0.0,1.24185,0.0,4.1395,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T13:10:00,2025-02-01T13:20:00,2025-02-01,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636,0.0,1.2954,0.0,4.3180000000000005,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T13:20:00,2025-02-01T13:30:00,2025-02-01,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8416,0.0,1.2624,0.0,4.208,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T13:30:00,2025-02-01T13:40:00,2025-02-01,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8618,0.0,1.2927,0.0,4.309,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T13:40:00,2025-02-01T13:50:00,2025-02-01,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8623,0.0,1.29345,0.0,4.3115,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T13:50:00,2025-02-01T14:00:00,2025-02-01,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9026,0.0,1.3538999999999999,0.0,4.513,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T14:00:00,2025-02-01T14:10:00,2025-02-01,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754,0.0,1.4631,0.0,4.877000000000001,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T14:10:00,2025-02-01T14:20:00,2025-02-01,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0002,0.0,1.5003,0.0,5.0009999999999994,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T14:20:00,2025-02-01T14:30:00,2025-02-01,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978,0.0,1.4967000000000001,0.0,4.989,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T14:30:00,2025-02-01T14:40:00,2025-02-01,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0271,0.0,1.5406499999999999,0.0,5.1354999999999995,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T14:40:00,2025-02-01T14:50:00,2025-02-01,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0906,0.0,1.6359,0.0,5.453,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T14:50:00,2025-02-01T15:00:00,2025-02-01,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376,0.0,1.4064,0.0,4.688,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T15:00:00,2025-02-01T15:10:00,2025-02-01,90,44.3239450251815,0.0,0.0,0.0,-44.3239450251815,0.0,0.0,0.6694,0.0,1.0041,0.0,3.347,0.0,0.0,0.0,0.0,0.00元,0.0,0.0
2025-02-01T15:10:00,2025-02-01T15:20:00,2025-02-01,91,107.27717988358529,36.96588008489948,0.0,36.96588008489948,-70.31129979868581,0.0,36.96588008489948,0.66,24.39748085603366,0.99,0.0,3.3000000000000003,0.0,0.0,0.0,24.39748085603366,24.40元,0.0,36.96588008489948
2025-02-01T15:20:00,2025-02-01T15:30:00,2025-02-01,92,149.502778508991,83.91880721289442,0.0,83.91880721289442,-65.58397129609659,0.0,83.91880721289442,0.7217,60.564203165545905,1.08255,0.0,3.6085000000000003,0.0,0.0,0.0,60.564203165545905,60.56元,0.0,83.91880721289442
2025-02-01T15:30:00,2025-02-01T15:40:00,2025-02-01,93,165.1060391186021,105.020937915882,0.0,105.020937915882,-60.0851012027201,0.0,105.020937915882,0.7308,76.74930142892657,1.0962,0.0,3.654,0.0,0.0,0.0,76.74930142892657,76.75元,0.0,105.020937915882
2025-02-01T15:40:00,2025-02-01T15:50:00,2025-02-01,94,202.41241245347402,147.71593174403435,0.0,147.71593174403435,-54.69648070943967,0.0,147.71593174403435,0.7534,111.28918297595547,1.1300999999999999,0.0,3.767,0.0,0.0,0.0,111.28918297595547,111.29元,0.0,147.71593174403435
2025-02-01T15:50:00,2025-02-01T16:00:00,2025-02-01,95,252.10583131475545,203.23045822421003,0.0,203.23045822421003,-48.87537309054542,0.0,203.23045822421003,0.7823,158.9871874687995,1.1734499999999999,0.0,3.9115,0.0,0.0,0.0,158.9871874687995,158.99元,0.0,203.23045822421003
2025-02-01T16:00:00,2025-02-01T16:10:00,2025-02-01,96,255.6027195808162,250.21995066199685,0.0,250.21995066199685,-5.382768918819352,0.0,250.21995066199685,0.8055,201.55217025823845,1.20825,0.0,4.0275,0.0,0.0,0.0,201.55217025823845,201.55元,0.0,250.21995066199685
2025-02-01T16:10:00,2025-02-01T16:20:00,2025-02-01,97,286.4251984236771,278.20211523735674,0.0,278.20211523735674,-8.223083186320366,0.0,278.20211523735674,0.8271,230.10096951281776,1.24065,0.0,4.1354999999999995,0.0,0.0,0.0,230.10096951281776,230.10元,0.0,278.20211523735674
2025-02-01T16:20:00,2025-02-01T16:30:00,2025-02-01,98,338.1467238303352,320.40796942298766,0.0,320.40796942298766,-17.73875440734753,0.0,320.40796942298766,0.8519,272.95554915144317,1.27785,0.0,4.2595,0.0,0.0,0.0,272.95554915144317,272.96元,0.0,320.40796942298766
2025-02-01T16:30:00,2025-02-01T16:40:00,2025-02-01,99,410.66783409825086,393.4150421431974,0.0,393.4150421431974,-17.252791955053453,0.0,393.4150421431974,0.8791,345.85116354808486,1.3186499999999999,0.0,4.3955,0.0,0.0,0.0,345.85116354808486,345.85元,0.0,393.4150421431974
2025-02-01T16:40:00,2025-02-01T16:50:00,2025-02-01,100,457.3674009424036,440.5872582441617,0.0,440.5872582441617,-16.78014269824189,0.0,440.5872582441617,0.9024,397.58594183953153,1.3536,0.0,4.512,0.0,0.0,0.0,397.58594183953153,397.59元,0.0,440.5872582441617
2025-02-01T16:50:00,2025-02-01T17:00:00,2025-02-01,101,441.42949808072063,425.10905616575934,0.0,425.10905616575934,-16.320441914961293,0.0,425.10905616575934,0.9163,389.52742816468526,1.37445,0.0,4.5815,0.0,0.0,0.0,389.52742816468526,389.53元,0.0,425.10905616575934
2025-02-01T17:00:00,2025-02-01T17:10:00,2025-02-01,102,409.1979698191226,393.3246349441139,0.0,393.3246349441139,-15.873334875008709,0.0,393.3246349441139,0.9264,364.3759418122271,1.3896,0.0,4.632,0.0,0.0,0.0,364.3759418122271,364.38元,0.0,393.3246349441139
