开始时间,结束时间,归属日期,日内时段,计划购电_kWh,实际普通购电_kWh,普通调整差额_kWh,紧急购电_kWh,实际外网总购电_kWh,普通电价_元每kWh,普通电费_元,紧急单价_元每kWh,紧急电费_元,本段总电费_元,电费标签,弃购电_kWh,购电利用量_kWh
2025-02-01T15:10:00,2025-02-01T15:20:00,2025-02-01,91,43.15066233805783,43.15066233805783,0.0,0.0,43.15066233805783,0.66,28.47943714311817,3.3000000000000003,0.0,28.47943714311817,28.48元,0.0,43.15066233805783
2025-02-01T15:20:00,2025-02-01T15:30:00,2025-02-01,92,89.93415412230559,89.93415412230559,0.0,0.0,89.93415412230559,0.7217,64.90547903006794,3.6085000000000003,0.0,64.90547903006794,64.91元,0.0,89.93415412230559
2025-02-01T15:30:00,2025-02-01T15:40:00,2025-02-01,93,110.87149125138495,110.87149125138495,0.0,0.0,110.87149125138495,0.7308,81.02488580651212,3.654,0.0,81.02488580651212,81.02元,0.0,110.87149125138495
2025-02-01T15:40:00,2025-02-01T15:50:00,2025-02-01,94,153.40620611174887,153.40620611174887,0.0,0.0,153.40620611174887,0.7534,115.5762356845916,3.767,0.0,115.5762356845916,115.58元,0.0,153.40620611174887
2025-02-01T15:50:00,2025-02-01T16:00:00,2025-02-01,95,208.7648445502731,208.7648445502731,0.0,0.0,208.7648445502731,0.7823,163.31673789167866,3.9115,0.0,163.31673789167866,163.32元,0.0,208.7648445502731
2025-02-01T16:00:00,2025-02-01T16:10:00,2025-02-01,96,255.6027195808162,255.6027195808162,0.0,0.0,255.6027195808162,0.8055,205.88799062234744,4.0275,0.0,205.88799062234744,205.89元,0.0,255.6027195808162
2025-02-01T16:10:00,2025-02-01T16:20:00,2025-02-01,97,286.4251984236771,286.4251984236771,0.0,0.0,286.4251984236771,0.8271,236.90228161622332,4.1354999999999995,0.0,236.90228161622332,236.90元,0.0,286.4251984236771
2025-02-01T16:20:00,2025-02-01T16:30:00,2025-02-01,98,338.1467238303352,338.1467238303352,0.0,0.0,338.1467238303352,0.8519,288.06719403106257,4.2595,0.0,288.06719403106257,288.07元,0.0,338.1467238303352
2025-02-01T16:30:00,2025-02-01T16:40:00,2025-02-01,99,410.66783409825086,410.66783409825086,0.0,0.0,410.66783409825086,0.8791,361.0180929557723,4.3955,0.0,361.0180929557723,361.02元,0.0,410.66783409825086
2025-02-01T16:40:00,2025-02-01T16:50:00,2025-02-01,100,457.3674009424036,457.3674009424036,0.0,0.0,457.3674009424036,0.9024,412.728342610425,4.512,0.0,412.728342610425,412.73元,0.0,457.3674009424036
2025-02-01T16:50:00,2025-02-01T17:00:00,2025-02-01,101,441.42949808072063,441.42949808072063,0.0,0.0,441.42949808072063,0.9163,404.4818490913643,4.5815,0.0,404.4818490913643,404.48元,0.0,441.42949808072063
2025-02-01T17:00:00,2025-02-01T17:10:00,2025-02-01,102,409.1979698191226,409.1979698191226,0.0,0.0,409.1979698191226,0.9264,379.0809992404352,4.632,0.0,379.0809992404352,379.08元,0.0,409.1979698191226
2025-02-01T17:10:00,2025-02-01T17:20:00,2025-02-01,103,444.9632491600058,444.9632491600058,0.0,0.0,444.9632491600058,0.9462,421.02422635519747,4.731,0.0,421.02422635519747,421.02元,0.0,444.9632491600058
2025-02-01T17:20:00,2025-02-01T17:30:00,2025-02-01,104,464.746508767504,464.746508767504,0.0,0.0,464.746508767504,0.9742,452.75604884130234,4.8709999999999996,0.0,452.75604884130234,452.76元,0.0,464.746508767504
2025-02-01T17:30:00,2025-02-01T17:40:00,2025-02-01,105,454.87640002763646,454.87640002763646,0.0,0.0,454.87640002763646,0.9862,448.5991057072551,4.931,0.0,448.5991057072551,448.60元,0.0,454.87640002763646
2025-02-01T17:40:00,2025-02-01T17:50:00,2025-02-01,106,458.7651986557299,458.7651986557299,0.0,0.0,458.7651986557299,0.976,447.75483388799233,4.88,0.0,447.75483388799233,447.75元,0.0,458.7651986557299
2025-02-01T17:50:00,2025-02-01T18:00:00,2025-02-01,107,340.9591301328741,340.9591301328741,0.0,0.0,340.9591301328741,1.0742,366.2582975887334,5.371,0.0,366.2582975887334,366.26元,0.0,340.9591301328741
2025-02-01T18:00:00,2025-02-01T18:10:00,2025-02-01,108,0.0,0.0,0.0,0.0,0.0,1.2313,0.0,6.1565,0.0,0.0,0.00元,0.0,0.0
2025-02-01T18:10:00,2025-02-01T18:20:00,2025-02-01,109,0.0,0.0,0.0,0.0,0.0,1.2561,0.0,6.2805,0.0,0.0,0.00元,0.0,0.0
2025-02-01T18:20:00,2025-02-01T18:30:00,2025-02-01,110,0.0,0.0,0.0,0.0,0.0,1.2447,0.0,6.2235,0.0,0.0,0.00元,0.0,0.0
2025-02-01T18:30:00,2025-02-01T18:40:00,2025-02-01,111,0.0,0.0,0.0,0.0,0.0,1.2545,0.0,6.2725,0.0,0.0,0.00元,0.0,0.0
2025-02-01T18:40:00,2025-02-01T18:50:00,2025-02-01,112,0.0,0.0,0.0,0.0,0.0,1.2522,0.0,6.261,0.0,0.0,0.00元,0.0,0.0
2025-02-01T18:50:00,2025-02-01T19:00:00,2025-02-01,113,0.0,0.0,0.0,0.0,0.0,1.2881,0.0,6.4405,0.0,0.0,0.00元,0.0,0.0
2025-02-01T19:00:00,2025-02-01T19:10:00,2025-02-01,114,0.0,0.0,0.0,0.0,0.0,1.3466,0.0,6.7330000000000005,0.0,0.0,0.00元,0.0,0.0
2025-02-01T19:10:00,2025-02-01T19:20:00,2025-02-01,115,0.0,0.0,0.0,0.0,0.0,1.3523,0.0,6.7615,0.0,0.0,0.00元,0.0,0.0
2025-02-01T19:20:00,2025-02-01T19:30:00,2025-02-01,116,0.0,0.0,0.0,0.0,0.0,1.3445,0.0,6.7225,0.0,0.0,0.00元,0.0,0.0
2025-02-01T19:30:00,2025-02-01T19:40:00,2025-02-01,117,0.0,0.0,0.0,0.0,0.0,1.3483,0.0,6.7415,0.0,0.0,0.00元,0.0,0.0
2025-02-01T19:40:00,2025-02-01T19:50:00,2025-02-01,118,0.0,0.0,0.0,0.0,0.0,1.349,0.0,6.745,0.0,0.0,0.00元,0.0,0.0
2025-02-01T19:50:00,2025-02-01T20:00:00,2025-02-01,119,0.0,0.0,0.0,0.0,0.0,1.3473,0.0,6.7364999999999995,0.0,0.0,0.00元,0.0,0.0
2025-02-01T20:00:00,2025-02-01T20:10:00,2025-02-01,120,0.0,0.0,0.0,0.0,0.0,1.3482,0.0,6.7410000000000005,0.0,0.0,0.00元,0.0,0.0
2025-02-01T20:10:00,2025-02-01T20:20:00,2025-02-01,121,0.0,0.0,0.0,0.0,0.0,1.3513,0.0,6.7565,0.0,0.0,0.00元,0.0,0.0
2025-02-01T20:20:00,2025-02-01T20:30:00,2025-02-01,122,0.0,0.0,0.0,0.0,0.0,1.34,0.0,6.7,0.0,0.0,0.00元,0.0,0.0
2025-02-01T20:30:00,2025-02-01T20:40:00,2025-02-01,123,0.0,0.0,0.0,0.0,0.0,1.3489,0.0,6.7445,0.0,0.0,0.00元,0.0,0.0
2025-02-01T20:40:00,2025-02-01T20:50:00,2025-02-01,124,0.0,0.0,0.0,0.0,0.0,1.3952,0.0,6.976,0.0,0.0,0.00元,0.0,0.0
2025-02-01T20:50:00,2025-02-01T21:00:00,2025-02-01,125,0.0,0.0,0.0,359.493776103489,359.493776103489,1.2226,0.0,6.1129999999999995,2197.585453320628,2197.585453320628,2197.59元,0.0,359.493776103489
2025-02-01T21:00:00,2025-02-01T21:10:00,2025-02-01,126,518.5055257147543,518.5055257147543,0.0,0.0,518.5055257147543,0.9332,483.86935659700873,4.666,0.0,483.86935659700873,483.87元,0.0,518.5055257147543
2025-02-01T21:10:00,2025-02-01T21:20:00,2025-02-01,127,501.6398179781423,501.6398179781423,0.0,0.0,501.6398179781423,0.9068,454.8869869425794,4.534000000000001,0.0,454.8869869425794,454.89元,0.0,501.6398179781423
2025-02-01T21:20:00,2025-02-01T21:30:00,2025-02-01,128,472.37553347454303,472.37553347454303,0.0,0.0,472.37553347454303,0.9371,442.6631124189943,4.6855,0.0,442.6631124189943,442.66元,0.0,472.37553347454303
2025-02-01T21:30:00,2025-02-01T21:40:00,2025-02-01,129,467.27871947788054,467.27871947788054,0.0,0.0,467.27871947788054,0.9371,437.8868880227219,4.6855,0.0,437.8868880227219,437.89元,0.0,467.27871947788054
2025-02-01T21:40:00,2025-02-01T21:50:00,2025-02-01,130,472.25240137330934,472.25240137330934,0.0,0.0,472.25240137330934,0.9871,466.16034539559365,4.9355,0.0,466.16034539559365,466.16元,0.0,472.25240137330934
2025-02-01T21:50:00,2025-02-01T22:00:00,2025-02-01,131,1008.8653181365505,1008.8653181365505,0.0,0.0,1008.8653181365505,0.7764,783.2830330012177,3.8819999999999997,0.0,783.2830330012177,783.28元,0.0,1008.8653181365505
2025-02-01T22:00:00,2025-02-01T22:10:00,2025-02-01,132,1249.1956424735545,1249.1956424735545,0.0,0.0,1249.1956424735545,0.4209,525.7864459171191,2.1045,0.0,525.7864459171191,525.79元,23.777309150221065,1225.4183333233334
2025-02-01T22:10:00,2025-02-01T22:20:00,2025-02-01,133,1233.3749380587665,1233.3749380587665,0.0,0.0,1233.3749380587665,0.3859,475.959388596878,1.9295,0.0,475.959388596878,475.96元,28.271788068766448,1205.10314999
