调减发生时间,被调减的交付段起点,调减电量_kWh,发生时电价_元每kWh,违约单价_元每kWh,违约费_元
2025-02-01T12:00:00,2025-02-01T17:00:00,13.757003980296076,0.4432,0.2216,3.0485520820336105
2025-02-01T12:00:00,2025-02-01T17:10:00,11.5668329983896,0.4432,0.2216,2.5632101924431354
2025-02-01T12:00:00,2025-02-01T17:20:00,10.705347023585318,0.4432,0.2216,2.3723049004265064
2025-02-01T12:00:00,2025-02-01T17:30:00,10.412068444223678,0.4432,0.2216,2.3073143672399667
2025-02-01T12:00:00,2025-02-01T17:40:00,10.160262665173775,0.4432,0.2216,2.2515142066025087
2025-02-01T12:00:00,2025-02-01T17:50:00,9.84939473571876,0.4432,0.2216,2.1826258734352773
2025-02-01T12:00:00,2025-02-01T18:00:00,187.75586131555116,0.4432,0.2216,41.606698867526134
2025-02-01T12:00:00,2025-02-01T20:50:00,362.6149355040351,0.4432,0.2216,80.35546970769417
2025-02-01T12:00:00,2025-02-01T21:50:00,7.0928348182860645,0.4432,0.2216,1.5717721957321917
2025-02-01T12:00:00,2025-02-01T22:00:00,4.918312877901371,0.4432,0.2216,1.0898981337429439
2025-02-01T12:00:00,2025-02-01T22:10:00,4.783573124905843,0.4432,0.2216,1.0600398044791346
2025-02-01T12:00:00,2025-02-01T22:30:00,4.525066292712609,0.4432,0.2216,1.0027546904651141
2025-02-01T12:00:00,2025-02-01T22:40:00,4.401099735540583,0.4432,0.2216,0.9752837013957932
2025-02-01T12:00:00,2025-02-01T22:50:00,4.280529307022334,0.4432,0.2216,0.9485652944361492
2025-02-01T12:00:00,2025-02-01T23:00:00,4.1632619684376095,0.4432,0.2216,0.9225788522057743
2025-02-01T12:00:00,2025-02-01T23:20:00,3.9382770805830205,0.4432,0.2216,0.8727222010571973
2025-02-01T12:00:00,2025-02-01T23:30:00,3.8303859206998823,0.4432,0.2216,0.8488135200270939
2025-02-01T12:00:00,2025-02-01T23:40:00,3.7254504955560606,0.4432,0.2216,0.825559829815223
2025-02-01T18:00:00,2025-02-01T21:40:00,130.95175852083435,1.2313,0.61565,80.62045013335167
2025-02-01T18:00:00,2025-02-01T22:00:00,1.060801276629718,1.2313,0.61565,0.6530823059570858
2025-02-01T18:00:00,2025-02-01T22:10:00,1.0317400709807316,1.2313,0.61565,0.6351907746992874
2025-02-01T18:00:00,2025-02-01T22:30:00,0.9759842895948623,1.2313,0.61565,0.600864727889077
2025-02-01T18:00:00,2025-02-01T22:40:00,0.9492466896551832,1.2313,0.61565,0.5844037244862136
2025-02-01T18:00:00,2025-02-01T22:50:00,0.9232415802464402,1.2313,0.61565,0.5683936788787209
2025-02-01T18:00:00,2025-02-01T23:00:00,0.8979488944078184,1.2313,0.61565,0.5528222368421735
2025-02-01T18:00:00,2025-02-01T23:20:00,0.8494232592593107,1.2313,0.61565,0.5229474295629947
2025-02-01T18:00:00,2025-02-01T23:30:00,0.8261528649222782,1.2313,0.61565,0.5086210112894006
2025-02-01T18:00:00,2025-02-01T23:40:00,0.8035199752059725,1.2313,0.61565,0.494687072735557
2025-02-02T06:00:00,2025-02-02T06:00:00,46.13418688739,0.9099,0.45495,20.988748324418083
2025-02-02T06:00:00,2025-02-02T06:20:00,43.752843140529535,0.9099,0.45495,19.905355986783913
2025-02-02T06:00:00,2025-02-02T06:30:00,42.23027978751361,0.9099,0.45495,19.212665789329318
2025-02-02T06:00:00,2025-02-02T06:40:00,41.317261227616655,0.9099,0.45495,18.7972879955042
2025-02-02T06:00:00,2025-02-02T06:50:00,40.13207565500852,0.9099,0.45495,18.25808781924613
2025-02-02T06:00:00,2025-02-02T07:00:00,29.08322608780577,0.9099,0.45495,13.231413708647235
2025-02-02T06:00:00,2025-02-02T07:30:00,31.102536023583298,0.9099,0.45495,14.150098763929222
2025-02-02T06:00:00,2025-02-02T07:50:00,27.934748411061605,0.9099,0.45495,12.708913789612478
2025-02-02T06:00:00,2025-02-02T08:00:00,13.948892369292935,0.9099,0.45495,6.346048583409821
2025-02-02T06:00:00,2025-02-02T08:10:00,23.72978757698479,0.9099,0.45495,10.795866858149232
2025-02-02T06:00:00,2025-02-02T08:20:00,22.43529035545623,0.9099,0.45495,10.206935347214813
2025-02-02T06:00:00,2025-02-02T08:30:00,21.165531061522074,0.9099,0.45495,9.629258356439468
2025-02-02T06:00:00,2025-02-02T08:40:00,19.857150583086195,0.9099,0.45495,9.034010657775065
2025-02-02T06:00:00,2025-02-02T08:50:00,18.625403459786185,0.9099,0.45495,8.473627304029725
2025-02-02T06:00:00,2025-02-02T09:00:00,101.35643287999665,0.9099,0.45495,46.11210913875448
2025-02-02T06:00:00,2025-02-02T09:10:00,78.40280897884873,0.9099,0.45495,35.66935794492723
2025-02-02T06:00:00,2025-02-02T09:20:00,39.517845533108925,0.9099,0.45495,17.978643825287907
2025-02-02T06:00:00,2025-02-02T11:00:00,923.5064835245893,0.9099,0.45495,420.1492746795119
2025-02-02T06:00:00,2025-02-02T11:10:00,107.91648345527574,0.9099,0.45495,49.0966041479777
2025-02-02T06:00:00,2025-02-02T11:20:00,173.12644665920675,0.9099,0.45495,78.76387690760612
2025-02-02T06:00:00,2025-02-02T11:30:00,106.83597037327604,0.9099,0.45495,48.60502472132194
2025-02-02T06:00:00,2025-02-02T11:40:00,106.1767912819164,0.9099,0.45495,48.305131193707865
2025-02-02T06:00:00,2025-02-02T11:50:00,105.63528955023617,0.9099,0.45495,48.058774980879946
2025-02-02T06:00:00,2025-02-02T12:20:00,44.992736616193724,0.9099,0.45495,20.469445523537335
2025-02-02T06:00:00,2025-02-02T12:30:00,0.011691652932654506,0.9099,0.45495,0.005319117501711167
2025-02-02T06:00:00,2025-02-02T12:50:00,356.83747975510715,0.9099,0.45495,162.343211414586
2025-02-02T06:00:00,2025-02-02T13:00:00,65.1308901867601,0.9099,0.45495,29.63129849046651
2025-02-02T06:00:00,2025-02-02T13:10:00,64.74590167302358,0.9099,0.45495,29.45614796614208
2025-02-02T06:00:00,2025-02-02T13:20:00,64.4732341402115,0.9099,0.45495,29.332097872089225
2025-02-02T06:00:00,2025-02-02T13:30:00,64.32042212779584,0.9099,0.45495,29.262576047040717
2025-02-02T06:00:00,2025-02-02T13:40:00,64.0861055815734,0.9099,0.45495,29.155973734336822
2025-02-02T06:00:00,2025-02-02T15:00:00,5.850176713235214,0.9099,0.45495,2.6615378956863607
2025-02-02T06:00:00,2025-02-02T15:10:00,5.945645352176371,0.9099,0.45495,2.70497135297264
2025-02-02T06:00:00,2025-02-02T15:20:00,6.0789097205911276,0.9099,0.45495,2.7655999773829336
2025-02-02T06:00:00,2025-02-02T16:40:00,0.16397884843775046,0.9099,0.45495,0.07460217709675457
2025-02-02T06:00:00,2025-02-02T16:50:00,10.163451616504176,0.9099,0.45495,4.623862312928575
2025-02-02T06:00:00,2025-02-02T17:00:00,6.551674442405442,0.9099,0.45495,2.9806842875723563
2025-02-02T06:00:00,2025-02-02T17:10:00,6.721968091028884,0.9099,0.45495,3.058159383013591
2025-02-02T06:00:00,2025-02-02T17:20:00,6.647414529884827,0.9099,0.45495,3.024241240371102
2025-02-02T06:00:00,2025-02-02T17:30:00,6.465305133014681,0.9099,0.45495,2.941390570265029
2025-02-02T06:00:00,2025-02-02T17:40:00,6.2817979592250595,0.9099,0.45495,2.857903981549441
2025-02-02T06:00:00,2025-02-02T17:50:00,6.115916609946794,0.9099,0.45495,2.782436261695294
2025-02-02T06:00:00,2025-02-02T18:00:00,5.948367876504449,0.9099,0.45495,2.7062099654156992
2025-02-02T06:00:00,2025-02-02T20:50:00,3.709490936178213,0.9099,0.45495,1.6876329014142781
2025-02-02T06:00:00,2025-02-02T21:00:00,3.607867492349669,0.9099,0.45495,1.6413993156444822
2025-02-02T06:00:00,2025-02-02T21:10:00,3.509028075901824,0.9099,0.45495,1.596432323131535
2025-02-02T06:00:00,2025-02-02T21:20:00,3.4128964169490246,0.9099,0.45495,1.5526972248909587
2025-02-02T06:00:00,2025-02-02T21:30:00,3.3193983350589633,0.9099,0.45495,1.5101602725350753
2025-02-02T06:00:00,2025-02-02T21:40:00,362.9196816820145,0.9099,0.45495,165.1103091812325
2025-02-02T06:00:00,2025-02-02T22:00:00,3.053993898100998,0.9099,0.45495,1.3894145239410491
2025-02-02T06:00:00,2025-02-02T22:10:00,2.9703281383790454,0.9099,0.45495,1.3513507865555467
2025-02-02T06:00:00,2025-02-02T22:30:00,2.8098100282597898,0.9099,0.45495,1.2783230723567913
2025-02-02T06:00:00,2025-02-02T22:40:00,2.7328338133318084,0.9099,0.45495,1.2433027433753063
2025-02-02T06:00:00,2025-02-02T22:50:00,2.6579664020616747,0.9099,0.45495,1.2092418146179589
2025-02-02T06:00:00,2025-02-02T23:00:00,2.5851500226697226,0.9099,0.45495,1.1761140028135904
2025-02-02T06:00:00,2025-02-02T23:20:00,2.445447142489229,0.9099,0.45495,1.1125561774754749
2025-02-02T06:00:00,2025-02-02T23:30:00,2.378452839336205,0.9099,0.45495,1.0820771192560066
2025-02-02T06:00:00,2025-02-02T23:40:00,2.3132938801484215,0.9099,0.45495,1.0524330507735244
2025-02-02T12:00:00,2025-02-02T12:00:00,83.51061426302567,0.4432,0.2216,18.505952120686487
2025-02-02T12:00:00,2025-02-02T12:10:00,81.71349706350134,0.4432,0.2216,18.107710949271894
2025-02-02T12:00:00,2025-02-02T12:20:00,35.07364872973835,0.4432,0.2216,7.772320558510018
2025-02-02T12:00:00,2025-02-02T12:30:00,78.52698923629157,0.4432,0.2216,17.401580814762212
2025-02-02T12:00:00,2025-02-02T12:40:00,77.00183885980482,0.4432,0.2216,17.063607491332746
2025-02-02T12:00:00,2025-02-02T15:00:00,22.845356753092346,0.4432,0.2216,5.0625310564852635
2025-02-02T12:00:00,2025-02-02T15:10:00,20.0350770159082,0.4432,0.2216,4.439773066725257
2025-02-02T12:00:00,2025-02-02T15:20:00,17.040521123725966,0.4432,0.2216,3.776179481017674
2025-02-02T12:00:00,2025-02-02T18:10:00,1.0923278209106684,0.4432,0.2216,0.2420598451138041
2025-02-02T12:00:00,2025-02-02T20:50:00,6.296357820284925,0.4432,0.2216,1.3952728929751392
2025-02-02T12:00:00,2025-02-02T21:00:00,6.123865805535274,0.4432,0.2216,1.3570486625066167
2025-02-02T12:00:00,2025-02-02T21:10:00,5.9560992997232916,0.4432,0.2216,1.3198716048186814
2025-02-02T12:00:00,2025-02-02T21:20:00,5.792928845060487,0.4432,0.2216,1.283713032065404
2025-02-02T12:00:00,2025-02-02T21:30:00,5.634228530322275,0.4432,0.2216,1.2485450423194162
2025-02-02T12:00:00,2025-02-02T21:40:00,5.479875893687847,0.4432,0.2216,1.214340498041227
2025-02-02T12:00:00,2025-02-02T21:50:00,120.86759478103181,0.4432,0.2216,26.78425900347665
2025-02-02T12:00:00,2025-02-02T22:00:00,5.183740490068203,0.4432,0.2216,1.1487168925991138
2025-02-02T12:00:00,2025-02-02T22:10:00,5.041729208849574,0.4432,0.2216,1.1172471926810656
2025-02-02T12:00:00,2025-02-02T22:30:00,4.769271484775118,0.4432,0.2216,1.056870561026166
2025-02-02T12:00:00,2025-02-02T22:40:00,4.63861479867569,0.4432,0.2216,1.0279170393865327
2025-02-02T12:00:00,2025-02-02T22:50:00,4.511537520809725,0.4432,0.2216,0.999756714611435
2025-02-02T12:00:00,2025-02-02T23:00:00,4.387941591418212,0.4432,0.2216,0.9723678566582757
2025-02-02T12:00:00,2025-02-02T23:20:00,4.150814897411692,0.4432,0.2216,0.919820581266431
2025-02-02T12:00:00,2025-02-02T23:30:00,4.0371011529041425,0.4432,0.2216,0.8946216154835579
2025-02-02T12:00:00,2025-02-02T23:40:00,3.9265026558859972,0.4432,0.2216,0.8701129885443369
2025-02-02T18:00:00,2025-02-02T18:50:00,117.75705178280657,1.2313,0.61565,72.49712893008487
2025-02-02T18:00:00,2025-02-02T20:50:00,11.167794650324026,1.2313,0.61565,6.875452776471987
2025-02-02T18:00:00,2025-02-02T22:00:00,9.194355048746957,1.2313,0.61565,5.660504685761064
2025-02-02T18:00:00,2025-02-02T22:10:00,8.94247088460861,1.2313,0.61565,5.505432200109292
2025-02-02T18:00:00,2025-02-02T22:30:00,8.45921500871873,1.2313,0.61565,5.207915720117686
2025-02-02T18:00:00,2025-02-02T22:40:00,8.227470390369717,1.2313,0.61565,5.0652421458311165
2025-02-02T18:00:00,2025-02-02T22:50:00,8.002074537015687,1.2313,0.61565,4.926477188713708
2025-02-02T18:00:00,2025-02-02T23:00:00,7.782853520920071,1.2313,0.61565,4.791513770154442
2025-02-02T18:00:00,2025-02-02T23:20:00,7.362263983228786,1.2313,0.61565,4.532577821274803
2025-02-02T18:00:00,2025-02-02T23:30:00,7.160570911800733,1.2313,0.61565,4.408405481850121
2025-02-02T18:00:00,2025-02-02T23:40:00,6.964403327526497,1.2313,0.61565,4.287634908591689
2025-02-03T06:00:00,2025-02-03T06:00:00,307.70705733025056,0.9099,0.45495,139.9913257323975
2025-02-03T06:00:00,2025-02-03T06:10:00,503.7712475266585,0.9099,0.45495,229.1907290622533
2025-02-03T06:00:00,2025-02-03T06:20:00,28.932922871719256,0.9099,0.45495,13.163033260488676
2025-02-03T06:00:00,2025-02-03T06:30:00,27.746071292326974,0.9099,0.45495,12.623075134444157
2025-02-03T06:00:00,2025-02-03T06:40:00,27.34776410548966,0.9099,0.45495,12.441865279792522
2025-02-03T06:00:00,2025-02-03T06:50:00,26.582702305817293,0.9099,0.45495,12.093800414031579
2025-02-03T06:00:00,2025-02-03T07:00:00,292.8407550742136,0.9099,0.45495,133.22790152101348
2025-02-03T06:00:00,2025-02-03T07:10:00,75.99713095618256,0.9099,0.45495,34.574894728515254
2025-02-03T06:00:00,2025-02-03T07:20:00,58.965037120665556,0.9099,0.45495,26.826143638046798
2025-02-03T06:00:00,2025-02-03T07:30:00,57.939390878911354,0.9099,0.45495,26.35952588036072
2025-02-03T06:00:00,2025-02-03T07:50:00,47.01998646211723,0.9099,0.45495,21.391742840940235
2025-02-03T06:00:00,2025-02-03T08:00:00,57.95951721606298,0.9099,0.45495,26.368682357447852
2025-02-03T06:00:00,2025-02-03T08:10:00,45.851650582087245,0.9099,0.45495,20.860208432320594
2025-02-03T06:00:00,2025-02-03T08:20:00,44.88782860199058,0.9099,0.45495,20.421717622475615
2025-02-03T06:00:00,2025-02-03T08:30:00,43.92261836749867,0.9099,0.45495,19.982595226293522
2025-02-03T06:00:00,2025-02-03T08:40:00,42.935003863301745,0.9099,0.45495,19.53328000760913
2025-02-03T06:00:00,2025-02-03T08:50:00,15.711848872163614,0.9099,0.45495,7.148105644390837
2025-02-03T06:00:00,2025-02-03T11:00:00,46.49754453954051,0.9099,0.45495,21.154057888263956
2025-02-03T06:00:00,2025-02-03T11:10:00,95.36602952546014,0.9099,0.45495,43.38677513260809
2025-02-03T06:00:00,2025-02-03T11:20:00,94.9880479139299,0.9099,0.45495,43.21481239844241
2025-02-03T06:00:00,2025-02-03T11:30:00,94.54848864429846,0.9099,0.45495,43.014834908723586
2025-02-03T06:00:00,2025-02-03T11:40:00,94.11562589649066,0.9099,0.45495,42.817904001608426
2025-02-03T06:00:00,2025-02-03T11:50:00,93.76653381148742,0.9099,0.45495,42.659084557536204
2025-02-03T06:00:00,2025-02-03T12:20:00,18.661830141082305,0.9099,0.45495,8.490199622685395
2025-02-03T06:00:00,2025-02-03T12:30:00,0.011315425201701146,0.9099,0.45495,0.005147952695513936
2025-02-03T06:00:00,2025-02-03T12:50:00,18.16251145582123,0.9099,0.45495,8.263034586825869
2025-02-03T06:00:00,2025-02-03T13:00:00,69.82593737309162,0.9099,0.45495,31.767310207888034
2025-02-03T06:00:00,2025-02-03T13:10:00,240.05849914563532,0.9099,0.45495,109.21461418630679
2025-02-03T06:00:00,2025-02-03T13:20:00,69.53465551355555,0.9099,0.45495,31.634791525892098
2025-02-03T06:00:00,2025-02-03T13:30:00,69.53911420254917,0.9099,0.45495,31.636820006449746
2025-02-03T06:00:00,2025-02-03T13:40:00,197.6301084391073,0.9099,0.45495,89.91181783437186
2025-02-03T06:00:00,2025-02-03T13:50:00,46.893426224284575,0.9099,0.45495,21.33416426073827
2025-02-03T06:00:00,2025-02-03T15:00:00,20.456182605095364,0.9099,0.45495,9.306540276188136
2025-02-03T06:00:00,2025-02-03T15:10:00,20.735478263113237,0.9099,0.45495,9.433605835803368
2025-02-03T06:00:00,2025-02-03T15:20:00,21.019091194515568,0.9099,0.45495,9.562635538944859
2025-02-03T06:00:00,2025-02-03T15:30:00,20.95858881707909,0.9099,0.45495,9.535109982330132
2025-02-03T06:00:00,2025-02-03T16:00:00,1.9211954185279865,0.9099,0.45495,0.8740478556593075
2025-02-03T06:00:00,2025-02-03T16:10:00,2.281291742018425,0.9099,0.45495,1.0378736780312825
2025-02-03T06:00:00,2025-02-03T16:20:00,2.6278033781156864,0.9099,0.45495,1.1955191468737316
2025-02-03T06:00:00,2025-02-03T16:30:00,2.971731438343113,0.9099,0.45495,1.3519892178741992
2025-02-03T06:00:00,2025-02-03T16:40:00,3.330002358244883,0.9099,0.45495,1.5149845728835096
2025-02-03T06:00:00,2025-02-03T16:50:00,3.668135025211768,0.9099,0.45495,1.668818029720094
2025-02-03T06:00:00,2025-02-03T17:00:00,3.646898773815792,0.9099,0.45495,1.6591565971474946
2025-02-03T06:00:00,2025-02-03T17:10:00,3.9239559691120576,0.9099,0.45495,1.7852037681475306
2025-02-03T06:00:00,2025-02-03T17:20:00,3.9430822718256877,0.9099,0.45495,1.7939052795670967
2025-02-03T06:00:00,2025-02-03T17:30:00,3.8350594712173915,0.9099,0.45495,1.7447603064303523
2025-02-03T06:00:00,2025-02-03T17:40:00,3.723283304072993,0.9099,0.45495,1.6939077391880082
2025-02-03T06:00:00,2025-02-03T17:50:00,3.627810820615764,0.9099,0.45495,1.6504725328391419
2025-02-03T06:00:00,2025-02-03T18:00:00,3.528425046263351,0.9099,0.45495,1.6052569747975116
2025-02-03T06:00:00,2025-02-03T18:10:00,3.4312800769772593,0.9099,0.45495,1.5610608710208043
2025-02-03T06:00:00,2025-02-03T18:20:00,3.3377470828406786,0.9099,0.45495,1.5185080353383669
2025-02-03T06:00:00,2025-02-03T18:30:00,3.246307756252804,0.9099,0.45495,1.4769077137072133
2025-02-03T06:00:00,2025-02-03T18:40:00,3.157338871891966,0.9099,0.45495,1.43643131976725
2025-02-03T06:00:00,2025-02-03T20:50:00,2.200378490341677,0.9099,0.45495,1.001062194180946
2025-02-03T06:00:00,2025-02-03T21:00:00,2.1400979710566617,0.9099,0.45495,0.9736375719322282
2025-02-03T06:00:00,2025-02-03T21:10:00,2.0814688681174403,0.9099,0.45495,0.9469642615500294
2025-02-03T06:00:00,2025-02-03T21:20:00,2.024445940109331,0.9099,0.45495,0.9210216804527401
2025-02-03T06:00:00,2025-02-03T21:30:00,1.9689851850303057,0.9099,0.45495,0.8957898099295376
2025-02-03T06:00:00,2025-02-03T21:40:00,1.9150438063362571,0.9099,0.45495,0.8712491796926802
2025-02-03T06:00:00,2025-02-03T22:00:00,1.8115538219749396,0.9099,0.45495,0.8241664113074988
2025-02-03T06:00:00,2025-02-03T22:10:00,1.7619253577902327,0.9099,0.45495,0.8015879415266665
2025-02-03T06:00:00,2025-02-03T22:30:00,1.6667099757087271,0.9099,0.45495,0.7582697034486855
2025-02-03T06:00:00,2025-02-03T22:40:00,1.6210495844284196,0.9099,0.45495,0.7374965084357096
2025-02-03T06:00:00,2025-02-03T22:50:00,1.5766400834427259,0.9099,0.45495,0.7172924059622682
2025-02-03T06:00:00,2025-02-03T23:00:00,1.5334472039576212,0.9099,0.45495,0.6976418054405198
2025-02-03T06:00:00,2025-02-03T23:20:00,1.4505789026522962,0.9099,0.45495,0.6599408717616622
2025-02-03T06:00:00,2025-02-03T23:30:00,1.4108395351302079,0.9099,0.45495,0.6418614465074881
2025-02-03T06:00:00,2025-02-03T23:40:00,1.372188848360338,0.9099,0.45495,0.6242773165615357
2025-02-03T12:00:00,2025-02-03T12:00:00,70.64374003401713,0.4432,0.2216,15.654652791538195
2025-02-03T12:00:00,2025-02-03T12:10:00,69.80371447289713,0.4432,0.2216,15.468503127194003
2025-02-03T12:00:00,2025-02-03T12:20:00,50.47296454861396,0.4432,0.2216,11.184808943972852
2025-02-03T12:00:00,2025-02-03T12:30:00,68.73914442629598,0.4432,0.2216,15.23259440486719
2025-02-03T12:00:00,2025-02-03T12:40:00,68.22937119177004,0.4432,0.2216,15.119628656096241
2025-02-03T12:00:00,2025-02-03T15:00:00,5.499261867913447,0.4432,0.2216,1.2186364299296197
2025-02-03T12:00:00,2025-02-03T15:10:00,2.6881001902115713,0.4432,0.2216,0.5956830021508842
2025-02-03T12:00:00,2025-02-03T21:50:00,1.641739549324143,0.4432,0.2216,0.36380948413023007
2025-02-03T18:00:00,2025-02-03T20:50:00,0.4807375709211783,1.2313,0.61565,0.29596608553762344
2025-02-03T18:00:00,2025-02-03T21:00:00,0.253745095407794,1.2313,0.61565,0.15621816798780838
2025-02-03T18:00:00,2025-02-03T21:10:00,0.24679361583991977,1.2313,0.61565,0.1519384895918466
2025-02-03T18:00:00,2025-02-03T21:20:00,0.24003257568972458,1.2313,0.61565,0.14777605522337894
2025-02-03T18:00:00,2025-02-03T21:30:00,0.23345675776954522,1.2313,0.61565,0.14372765292082051
2025-02-03T18:00:00,2025-02-03T21:40:00,0.22706108781972034,1.2313,0.61565,0.13979015871621084
2025-02-03T18:00:00,2025-02-03T22:00:00,0.18099676953738708,1.2313,0.61565,0.11143066116569236
2025-02-03T18:00:00,2025-02-03T22:10:00,0.17603826839558678,1.2313,0.61565,0.108377959937743
2025-02-03T18:00:00,2025-02-03T22:30:00,0.1665250668788758,1.2313,0.61565,0.1025211574239799
2025-02-03T18:00:00,2025-02-03T22:40:00,0.16196302559865217,1.2313,0.61565,0.09971253670981021
2025-02-03T18:00:00,2025-02-03T22:50:00,0.15752596382435513,1.2313,0.61565,0.09698085962846424
2025-02-03T18:00:00,2025-02-03T23:00:00,0.15321045767768737,1.2313,0.61565,0.09432401826926824
2025-02-03T18:00:00,2025-02-03T23:20:00,0.14493088317567526,1.2313,0.61565,0.08922669822710448
2025-02-03T18:00:00,2025-02-03T23:30:00,0.14096042584924362,1.2313,0.61565,0.08678228617408684
2025-02-03T18:00:00,2025-02-03T23:40:00,0.13709874127721378,1.2313,0.61565,0.08440484006731666
2025-02-04T06:00:00,2025-02-04T06:00:00,38.32811734056679,0.9099,0.45495,17.437376984090864
2025-02-04T06:00:00,2025-02-04T06:10:00,41.608191550848915,0.9099,0.45495,18.929646746058715
2025-02-04T06:00:00,2025-02-04T06:20:00,91.42377292362062,0.9099,0.45495,41.5932454916012
2025-02-04T06:00:00,2025-02-04T06:30:00,284.27994526853473,0.9099,0.45495,129.3331610999199
2025-02-04T06:00:00,2025-02-04T06:40:00,40.96468276404039,0.9099,0.45495,18.636882423500175
2025-02-04T06:00:00,2025-02-04T06:50:00,39.79445129832288,0.9099,0.45495,18.104485618171996
